MS Dhoni,19.515604129387473,0.0
Suresh Raina,16.712034803550736,18.592379186046507
Ravindra Jadeja,11.503702765541941,12.589878652530263
Faf du Plessis,14.756886959538418,0.0
Harbhajan Singh,7.474807370184254,11.784586328561273
Dwayne Bravo,11.568532382211163,10.058951050420168
Shane Watson,15.761738163265305,12.04260260869565
Ambati Rayudu,14.246790899681963,0.0
Deepak Chahar,7.8102857142857145,14.86192780748663
KM Asif,0.0,9.69245
Kanishk Seth,0.0,0.0
Lungi Ngidi,0.0,6.646843939393939
Dhruv Shorey,3.904444444444444,0.0
Murali Vijay,12.780334122860635,0.0
Sam Billings,9.036781842818428,0.0
Mark Wood,0.49416666666666664,0.0
Kshitiz Sharma,0.0,0.0
Monu Kumar,0.0,0.0
Chaitanya Bishnoi,0.0,0.0
Imran Tahir,2.44537037037037,9.365995767465579
Karn Sharma,7.353006169621133,11.192231339942435
Shardul Thakur,3.5998809523809525,11.443566758241758
N Jagadeesan,0.0,0.0
David Willey,0.0,18.789316666666664
Virat Kohli,18.78048226686508,36.67591951612903
AB de Villiers,19.12808857808858,0.0
Sarfaraz Khan,8.109886363636363,0.0
Brendon McCullum,13.466999788866211,0.0
Chris Woakes,5.11875,9.491933555555555
Colin de Grandhomme,9.628233173076923,17.764042857142854
Moeen Ali,9.382282608695652,13.678659999999999
Quinton de Kock,13.659945339470655,0.0
Umesh Yadav,4.30322907290729,11.671782007722006
Yuzvendra Chahal,2.4378906249999996,10.036782352941177
Manan Vohra,11.450655583817829,0.0
Kulwant Khejroliya,0.0,20.953166666666668
Aniket Choudhary,12.159375,11.858360000000001
Navdeep Saini,0.0,0.0
Murugan Ashwin,0.25166666666666665,12.146193333333331
Mandeep Singh,10.165809018186003,0.0
Washington Sundar,12.004033333333332,13.24389362745098
Pawan Negi,7.883524778470627,11.32394814516129
Mohammed Siraj,6.09375,11.233641964285715
Parthiv Patel,10.750199718045112,0.0
Aniruddha Joshi,0.0,0.0
Pavan Deshpande,0.0,0.0
Tim Southee,6.462237654320988,18.604654777777775
Corey Anderson,11.895430904792606,18.14740939393939
Shreyas Iyer,14.80395895522388,0.0
Rishabh Pant,17.338460048426153,0.0
Glenn Maxwell,11.151605923951067,15.318969655797101
Gautam Gambhir,14.966411853379878,0.0
Jason Roy,14.505901741293531,0.0
Colin Munro,5.674146126760563,0.0
Mohammed Shami,3.241703431372549,20.454298095238094
Amit Mishra,5.728622815304676,10.36324118929016
Prithvi Shaw,13.244887152777778,0.0
Rahul Tewatia,8.279888059701491,11.14103
Vijay Shankar,25.33943198804185,28.34785625
Harshal Patel,5.485508547008546,11.419319011882427
Avesh Khan,0.0,17.82833714285714
Shahbaz Nadeem,1.3046153846153845,15.645629166666666
Daniel Christian,8.352409502262443,12.729537941176469
Jayant Yadav,1.4715,21.30444
Gurkeerat Singh Mann,7.93314863445378,8.133100833333332
Trent Boult,2.4387499999999998,11.904616558441557
Manjot Kalra,0.0,0.0
Abhishek Sharma,30.607499999999998,0.0
Sandeep Lamichhane,0.0,7.495966666666666
Naman Ojha,10.165423054430008,0.0
Sayan Ghosh,0.0,0.0
Liam Plunkett,0.49416666666666664,22.467110714285717
Junior Dala,0.0,0.0
Rohit Sharma,15.490678490100084,12.014887065868262
Jasprit Bumrah,5.6843468468468465,11.87789489981785
Hardik Pandya,11.574227678571427,13.227195285714284
Kieron Pollard,13.686212879233775,12.699377376265467
Mustafizur Rahman,0.49416666666666664,12.150925
Suryakumar Yadav,12.969611307420495,0.0
Krunal Pandya,14.34982608695652,12.152224267399266
Ishan Kishan,10.707900232018561,0.0
Rahul Chahar,0.04125,12.0329
Evin Lewis,14.28960005574136,0.0
Saurabh Tiwary,13.785331042382587,0.0
Ben Cutting,11.9043458781362,17.870305555555554
Pradeep Sangwan,1.6797802197802196,13.652129084249083
Jean-Paul Duminy,19.329498208207486,15.18877375
Tajinder Singh,0.0,0.0
Sharad Lumba,0.0,0.0
Siddhesh Lad,0.0,0.0
Aditya Tare,6.884773351648351,0.0
Mayank Markande,5.116562500000001,10.155957435897436
Akila Dananjaya,0.022000000000000002,0.0
Anukul Roy,0.0,0.0
Mohsin Khan,0.0,0.0
MD Nidheesh,0.0,0.0
Mitchell McClenaghan,3.626685185185185,10.189252999999999
Adam Milne,1.7135416666666667,17.422055
Andre Russell,13.129058010382712,11.597453787878788
Sunil Narine,8.50698028673835,9.912393475274722
Chris Lynn,17.013810483870966,0.0
Dinesh Karthik,13.022582359417344,0.0
Robin Uthappa,13.942920687134503,0.0
Mitchell Johnson,6.258387664165103,11.626296933819063
Piyush Chawla,5.745170966877957,11.094720482897383
Kuldeep Yadav,5.192463768115942,10.247223333333334
Shubman Gill,16.449328537170263,0.0
Ishank Jaggi,7.393546391752577,0.0
Nitish Rana,12.870865961971479,5.112822580645161
Vinay Kumar,5.400755995828988,11.686210910772076
Apoorv Wankhade,0.0,0.0
Rinku Singh,3.541975806451613,0.0
Shivam Mavi,2.1254999999999997,21.227562222222222
Cameron Delport,0.0,0.0
Javon Searles,3.9166666666666665,16.599916666666665
Tom Curran,3.740922619047619,7.73457
Prasidh Krishna,0.0055000000000000005,10.52942
Ben Stokes,11.324131366016182,13.031595
Stuart Binny,9.170688813338638,14.117018717948717
Sanju Samson,12.970665026310659,0.0
Jos Buttler,16.859952448721426,0.0
Rahul Tripathi,13.049747796032857,0.0
D Arcy Short,7.999801587301586,8.335971428571428
Krishnappa Gowtham,6.844140625,11.878182424242423
Jofra Archer,1.4746428571428571,9.193696666666666
