,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
344,2013,352,2013-04-18,24th Match,Delhi Daredevils,Chennai Super Kings,Delhi,Feroz Shah Kotla,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),Dwayne Bravo,S Badrinath, Albie Morkel, Chris Morris, Ravichandran Ashwin, Ravindra Jadeja, Mohit Sharma,David Warner,Virender Sehwag,Manprit Juneja,Mahela Jayawardene (c),Jeevan Mendis,Kedar Jadhav (wk),Irfan Pathan,Ajit Agarkar,Morne Morkel,Shahbaz Nadeem,Umesh Yadav,0,86,0
345,2013,353,2013-04-19,25th Match,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,Rajiv Gandhi International Stadium,Kings XI Punjab,bat,Mandeep Singh,Adam Gilchrist (c & wk),Paul Valthaty,David Hussey,Piyush Chawla,Gurkeerat Singh Mann,Azhar Mahmood,Manpreet Gony,Manan Vohra,Dimitri Mascarenhas,Praveen Kumar,Quinton de Kock (wk),Akshath Reddy,Hanuma Vihari,Cameron White (c),Biplab Samantray,Thisara Perera,Ashish Reddy,Karn Sharma, Dale Steyn, Amit Mishra, Ishant Sharma,1,0,5
346,2013,354,2013-04-20,26th Match,Kolkata Knight Riders,Chennai Super Kings,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Gautam Gambhir (c),Yusuf Pathan,Jacques Kallis,Eoin Morgan,Manoj Tiwary,Debabrata Das (wk),Rajat Bhatia,Laxmi Shukla,Sachithra Senanayake,Sunil Narine,Lakshmipathy Balaji,Michael Hussey,Ravichandran Ashwin,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),S Badrinath,Ravindra Jadeja,Dwayne Bravo,Albie Morkel, Chris Morris, Mohit Sharma,0,0,4
347,2013,355,2013-04-20,27th Match,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Shane Watson,Ajinkya Rahane,Rahul Dravid (c),Stuart Binny,Brad Hodge,Dishant Yagnik (wk),James Faulkner,Ajit Chandila,S Sreesanth,Shaun Tait,Siddharth Trivedi,Tillakaratne Dilshan,Chris Gayle,Virat Kohli (c),AB de Villiers,Saurabh Tiwary,Arun Karthik, Ravi Rampaul, Vinay Kumar, Jaydev Unadkat, Murali Kartik, RP Singh,1,0,7
348,2013,356,2013-04-21,28th Match,Delhi Daredevils,Mumbai Indians,Delhi,Feroz Shah Kotla,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma,Kieron Pollard,Ambati Rayudu,Ricky Ponting, Harbhajan Singh, Jasprit Bumrah, Lasith Malinga, Munaf Patel,Mahela Jayawardene (c),Virender Sehwag,David Warner,Venugopal Rao, Kedar Jadhav, Roelof van der Merwe, Irfan Pathan, Andre Russell, Ajit Agarkar, Shahbaz Nadeem, Umesh Yadav,1,0,9
349,2013,357,2013-04-21,29th Match,Kings XI Punjab,Pune Warriors,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Robin Uthappa (wk),Aaron Finch (c),Yuvraj Singh,Steven Smith,Luke Wright,Abhishek Nayar,Mithun Manhas, Bhuvneshwar Kumar, Rahul Sharma, Ashok Dinda, Ajantha Mendis,Adam Gilchrist (c & wk),Mandeep Singh,Azhar Mahmood,Manan Vohra,David Miller,David Hussey, Gurkeerat Singh Mann, Parvinder Awana, Piyush Chawla, Manpreet Gony, Praveen Kumar,1,0,7
350,2013,358,2013-04-22,30th Match,Chennai Super Kings,Rajasthan Royals,Chennai,MA Chidambaram Stadium,Rajasthan Royals,bat,Shane Watson,Ajinkya Rahane,Dishant Yagnik (wk),Rahul Dravid (c),Stuart Binny,Brad Hodge,Kevon Cooper, James Faulkner, Ajit Chandila, Siddharth Trivedi, Rahul Shukla,Murali Vijay,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Ravindra Jadeja,Dwayne Bravo,Chris Morris,S Badrinath, Jason Holder, Ravichandran Ashwin, Mohit Sharma,1,0,5
351,2013,359,2013-04-23,31st Match,Royal Challengers Bangalore,Pune Warriors,Bengaluru,M.Chinnaswamy Stadium,Pune Warriors,bowl,Chris Gayle,Tillakaratne Dilshan,Virat Kohli (c),AB de Villiers,Saurabh Tiwary,Ravi Rampaul,Arun Karthik, Vinay Kumar, Murali Kartik, RP Singh, Jaydev Unadkat,Robin Uthappa (wk),Aaron Finch (c),Yuvraj Singh,Luke Wright,Steven Smith,Mitchell Marsh,Mithun Manhas,Bhuvneshwar Kumar,Ali Murtaza,Ishwar Pandey,Ashok Dinda,1,130,0
352,2013,360,2013-04-23,32nd Match,Delhi Daredevils,Kings XI Punjab,Delhi,Feroz Shah Kotla,Kings XI Punjab,bowl,Mahela Jayawardene (c),Virender Sehwag,Roelof van der Merwe,David Warner,Manprit Juneja,Kedar Jadhav (wk),Johan Botha,Irfan Pathan,Ajit Agarkar,Ashish Nehra, Umesh Yadav,Adam Gilchrist (c & wk),Mandeep Singh,Luke Pomersbach,David Miller,Manan Vohra,David Hussey,Piyush Chawla,Praveen Kumar, Harmeet Singh, Bhargav Bhatt, Parvinder Awana,0,0,5
353,2013,361,2013-04-24,33rd Match,Kolkata Knight Riders,Mumbai Indians,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Yusuf Pathan,Gautam Gambhir (c),Jacques Kallis,Manoj Tiwary,Eoin Morgan,Debabrata Das (wk),Rajat Bhatia,Iqbal Abdulla, Sachithra Senanayake, Sunil Narine, Lakshmipathy Balaji,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Harbhajan Singh,Mitchell Johnson, Lasith Malinga, Pragyan Ojha, Yuzvendra Chahal,0,0,5
354,2013,362,2013-04-25,34th Match,Chennai Super Kings,Sunrisers Hyderabad,Chennai,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,Quinton de Kock (wk),Shikhar Dhawan,Hanuma Vihari,Cameron White (c),Amit Mishra,Thalaivan Sargunam,Daren Sammy,Ashish Reddy,Karn Sharma, Dale Steyn, Ishant Sharma,Michael Hussey,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),Dwayne Bravo,Ravindra Jadeja,Chris Morris,S Badrinath, Ravichandran Ashwin, Jason Holder, Mohit Sharma,1,0,5
355,2013,363,2013-04-26,35th Match,Kolkata Knight Riders,Kings XI Punjab,Kolkata,Eden Gardens,Kings XI Punjab,bat,Adam Gilchrist (c & wk),Mandeep Singh,Manan Vohra,David Hussey,David Miller,Gurkeerat Singh Mann,Azhar Mahmood,Piyush Chawla,Praveen Kumar, Harmeet Singh, Bhargav Bhatt,Manvinder Bisla (wk),Gautam Gambhir (c),Yusuf Pathan,Jacques Kallis,Eoin Morgan,Sachithra Senanayake,Debabrata Das, Rajat Bhatia, Sunil Narine, Sarabjit Ladda, Lakshmipathy Balaji,1,0,6
356,2013,364,2013-04-27,36th Match,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,Akshath Reddy,Shikhar Dhawan,Kumar Sangakkara (c & wk),Hanuma Vihari,Karn Sharma,Thisara Perera,Daren Sammy,Amit Mishra,Ashish Reddy,Dale Steyn,Ishant Sharma,Rahul Dravid (c),Ajinkya Rahane,Shane Watson,Stuart Binny,Brad Hodge, Dishant Yagnik, Sachin Baby, James Faulkner, Kevon Cooper, Ajit Chandila, Siddharth Trivedi,1,0,8
357,2013,365,2013-04-27,37th Match,Mumbai Indians,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Harbhajan Singh,Mitchell Johnson,Lasith Malinga,Pragyan Ojha, Dhawal Kulkarni,Chris Gayle,Tillakaratne Dilshan,Virat Kohli (c),AB de Villiers,Saurabh Tiwary,Arun Karthik (wk),JS Mohammad,Ravi Rampaul,Vinay Kumar,RP Singh, Jaydev Unadkat,1,58,0
358,2013,366,2013-04-28,38th Match,Chennai Super Kings,Kolkata Knight Riders,Chennai,MA Chidambaram Stadium,Kolkata Knight Riders,bowl,Wriddhiman Saha,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Ravindra Jadeja,S Badrinath, Dwayne Bravo, Chris Morris, Ravichandran Ashwin, Dirk Nannes, Mohit Sharma,Manvinder Bisla (wk),Gautam Gambhir (c),Brendon McCullum,Jacques Kallis,Eoin Morgan,Yusuf Pathan,Debabrata Das, Rajat Bhatia, Sunil Narine, Mohammed Shami, Lakshmipathy Balaji,1,14,0
359,2013,367,2013-04-28,39th Match,Delhi Daredevils,Pune Warriors,Raipur,Shaheed Veer Narayan Singh International Stadium,Pune Warriors,bowl,Mahela Jayawardene (c),Virender Sehwag,Unmukt Chand,David Warner,Ben Rohrer,Kedar Jadhav (wk),Irfan Pathan,Shahbaz Nadeem, Morne Morkel, Umesh Yadav, Ashish Nehra,Robin Uthappa (wk),Aaron Finch (c),Yuvraj Singh,Luke Wright,Steven Smith,Mithun Manhas,Abhishek Nayar, Bhuvneshwar Kumar, Rahul Sharma, Ashok Dinda, Kane Richardson,1,15,0
360,2013,368,2013-04-29,40th Match,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Abhinav Mukund,Chris Gayle,Virat Kohli (c),AB de Villiers (wk),Moises Henriques,Saurabh Tiwary,Ravi Rampaul,Vinay Kumar,Murali Kartik, RP Singh, Jaydev Unadkat,Rahul Dravid (c),Ajinkya Rahane,Sanju Samson (wk),Shane Watson,Brad Hodge,Stuart Binny,Owais Shah,James Faulkner,Ajit Chandila, S Sreesanth, Siddharth Trivedi,1,0,4
361,2013,369,2013-04-29,41st Match,Mumbai Indians,Kings XI Punjab,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu, Harbhajan Singh, Mitchell Johnson, Lasith Malinga, Dhawal Kulkarni, Pragyan Ojha,Mandeep Singh,Shaun Marsh,Manan Vohra,David Hussey (c),David Miller,Gurkeerat Singh Mann (wk),Azhar Mahmood,Manpreet Gony,Piyush Chawla,Praveen Kumar,Parvinder Awana,1,4,0
362,2013,370,2013-04-30,42nd Match,Pune Warriors,Chennai Super Kings,Pune,Maharashtra Cricket Association Stadium,Chennai Super Kings,bat,Michael Hussey,Wriddhiman Saha,Suresh Raina,S Badrinath,MS Dhoni (c & wk),Dwayne Bravo, Albie Morkel, Ravindra Jadeja, Ravichandran Ashwin, Chris Morris, Mohit Sharma,Robin Uthappa (wk),Aaron Finch (c),Tirumalsetti Suman,Yuvraj Singh,Steven Smith,Luke Wright,Abhishek Nayar,Kane Richardson,Bhuvneshwar Kumar,Rahul Sharma,Ashok Dinda,0,37,0
363,2013,371,2013-05-01,43rd Match,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,Rajiv Gandhi International Stadium,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Mitchell Johnson, Harbhajan Singh, Dhawal Kulkarni, Lasith Malinga, Pragyan Ojha,Akshath Reddy,Shikhar Dhawan,Kumar Sangakkara (c & wk),Hanuma Vihari,Daren Sammy,Karn Sharma, Thisara Perera, Amit Mishra, Ashish Reddy, Dale Steyn, Ishant Sharma,1,0,7
364,2013,372,2013-05-01,44th Match,Delhi Daredevils,Kolkata Knight Riders,Raipur,Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,bat,Manvinder Bisla (wk),Gautam Gambhir (c),Yusuf Pathan,Jacques Kallis,Eoin Morgan,Debabrata Das,Rajat Bhatia,Sumit Narwal,Brett Lee,Sunil Narine, Lakshmipathy Balaji,Mahela Jayawardene (c),Virender Sehwag,Unmukt Chand,David Warner,Ben Rohrer,Kedar Jadhav, Irfan Pathan, Shahbaz Nadeem, Morne Morkel, Ashish Nehra, Umesh Yadav,1,0,7
365,2013,373,2013-05-02,45th Match,Chennai Super Kings,Kings XI Punjab,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Wriddhiman Saha,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Albie Morkel,Ravindra Jadeja,S Badrinath, Dwayne Bravo, Ravichandran Ashwin, Chris Morris, Mohit Sharma,Luke Pomersbach,Mandeep Singh,Shaun Marsh,David Hussey (c),David Miller,Gurkeerat Singh Mann (wk),Rajagopal Sathish,Manpreet Gony,Piyush Chawla, Praveen Kumar, Parvinder Awana,1,15,0
366,2013,374,2013-05-02,46th Match,Pune Warriors,Royal Challengers Bangalore,Pune,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,Saurabh Tiwary,Chris Gayle,Virat Kohli (c),AB de Villiers,Moises Henriques,Lokesh Rahul, Arun Karthik, Murali Kartik, Vinay Kumar, RP Singh, Muttiah Muralitharan,Robin Uthappa (wk),Aaron Finch (c),Tirumalsetti Suman,Yuvraj Singh,Steven Smith,Angelo Mathews,Abhishek Nayar,Bhuvneshwar Kumar,Ajantha Mendis,Ashok Dinda,Rahul Sharma,0,17,0
367,2013,375,2013-05-03,47th Match,Kolkata Knight Riders,Rajasthan Royals,Kolkata,Eden Gardens,Rajasthan Royals,bat,Shane Watson,Ajinkya Rahane,James Faulkner,Sanju Samson,Dishant Yagnik (wk),Owais Shah,Stuart Binny,Rahul Dravid (c),Ankeet Chavan, Brad Hogg, Siddharth Trivedi,Gautam Gambhir (c),Manvinder Bisla (wk),Jacques Kallis,Yusuf Pathan,Eoin Morgan, Debabrata Das, Rajat Bhatia, Sumit Narwal, Sachithra Senanayake, Iqbal Abdulla, Sunil Narine,1,0,8
368,2013,376,2013-05-04,48th Match,Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,Rajiv Gandhi International Stadium,Delhi Daredevils,bat,Mahela Jayawardene (c),Virender Sehwag,Unmukt Chand,David Warner,Jeevan Mendis,Kedar Jadhav (wk),Irfan Pathan,Johan Botha,Shahbaz Nadeem,Ashish Nehra,Umesh Yadav,Parthiv Patel (wk),Shikhar Dhawan,Ashish Reddy,Daren Sammy,Kumar Sangakkara (c),Hanuma Vihari,Thisara Perera, Karn Sharma, Amit Mishra, Dale Steyn, Ishant Sharma,1,0,6
369,2013,377,2013-05-05,49th Match,Mumbai Indians,Chennai Super Kings,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Kieron Pollard,Rohit Sharma (c),Ambati Rayudu,Harbhajan Singh,Mitchell Johnson, Lasith Malinga, Pragyan Ojha, Pawan Suyal,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,Dwayne Bravo,Ravichandran Ashwin,MS Dhoni (c & wk),Ravindra Jadeja,Chris Morris,Mohit Sharma,Ben Laughlin,1,60,0
370,2013,378,2013-05-05,50th Match,Rajasthan Royals,Pune Warriors,Jaipur,Sawai Mansingh Stadium,Pune Warriors,bat,Robin Uthappa,Aaron Finch (c),Yuvraj Singh,Mitchell Marsh,Angelo Mathews,Mahesh Rawat (wk),Udit Birla, Wayne Parnell, Bhuvneshwar Kumar, Krishnakant Upadhyay, Rahul Sharma,Rahul Dravid (c),Ajinkya Rahane,Shane Watson,Brad Hodge,Stuart Binny,Sanju Samson (wk),James Faulkner,Sachin Baby, Kevon Cooper, Ajit Chandila, Siddharth Trivedi,1,0,5
371,2013,379,2013-05-06,51st Match,Kings XI Punjab,Royal Challengers Bangalore,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Cheteshwar Pujara,Chris Gayle,Virat Kohli (c),AB de Villiers,Moises Henriques,Saurabh Tiwary, Arun Karthik, Vinay Kumar, Murali Kartik, Ravi Rampaul, RP Singh,Mandeep Singh,Shaun Marsh,Gurkeerat Singh Mann (wk),David Hussey (c),David Miller,Rajagopal Sathish,Manpreet Gony, Piyush Chawla, Praveen Kumar, Parvinder Awana, Michael Neser,1,0,6
372,2013,380,2013-05-07,52nd Match,Rajasthan Royals,Delhi Daredevils,Jaipur,Sawai Mansingh Stadium,Delhi Daredevils,bat,Mahela Jayawardene (c),Virender Sehwag,CM Gautam (wk),David Warner,Ben Rohrer,Kedar Jadhav,Ajit Agarkar, Morne Morkel, Pawan Negi, Umesh Yadav, Siddarth Kaul,Rahul Dravid (c),Ajinkya Rahane,Shane Watson,Stuart Binny, Sanju Samson, Brad Hodge, James Faulkner, Shaun Tait, Siddharth Trivedi, Sachin Baby, Pravin Tambe,1,0,9
373,2013,381,2013-05-07,53rd Match,Mumbai Indians,Kolkata Knight Riders,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Harbhajan Singh,Mitchell Johnson,Lasith Malinga, Pragyan Ojha, Abu Nechim,Manvinder Bisla (wk),Gautam Gambhir (c),Jacques Kallis,Yusuf Pathan,Eoin Morgan,Debabrata Das,Ryan McLaren,Rajat Bhatia,Iqbal Abdulla,Sunil Narine,Lakshmipathy Balaji,1,65,0
374,2013,382,2013-05-08,54th Match,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bowl,Michael Hussey,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),Ravindra Jadeja,S Badrinath, Dwayne Bravo, Chris Morris, Ravichandran Ashwin, Jason Holder, Mohit Sharma,Parthiv Patel (wk),Shikhar Dhawan,Kumar Sangakkara (c),Hanuma Vihari,Daren Sammy,Thisara Perera,Karn Sharma,Amit Mishra,Dale Steyn,Ishant Sharma,Ashish Reddy,0,77,0
375,2013,383,2013-05-09,55th Match,Kings XI Punjab,Rajasthan Royals,Mohali,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bowl,Mandeep Singh,Adam Gilchrist (c & wk),Shaun Marsh,David Hussey,David Miller,Manpreet Gony,Rajagopal Sathish,Piyush Chawla,Bipul Sharma, Praveen Kumar, Parvinder Awana,Rahul Dravid (c),Ajinkya Rahane,Shane Watson,Sanju Samson,Brad Hodge, Dishant Yagnik, Kevon Cooper, James Faulkner, Siddharth Trivedi, Ajit Chandila, S Sreesanth,0,0,8
376,2013,384,2013-05-09,56th Match,Pune Warriors,Kolkata Knight Riders,Pune,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,bat,Manvinder Bisla (wk),Gautam Gambhir (c),Jacques Kallis,Eoin Morgan,Ryan ten Doeschate,Yusuf Pathan,Manoj Tiwary,Rajat Bhatia,Iqbal Abdulla, Sunil Narine, Lakshmipathy Balaji,Robin Uthappa,Aaron Finch (c),Yuvraj Singh,Udit Birla,Angelo Mathews,Mitchell Marsh,Mahesh Rawat (wk),Wayne Parnell,Bhuvneshwar Kumar,Parvez Rasool,Krishnakant Upadhyay,0,46,0
377,2013,385,2013-05-10,57th Match,Delhi Daredevils,Royal Challengers Bangalore,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Cheteshwar Pujara,Chris Gayle,Virat Kohli (c),Moises Henriques,AB de Villiers (wk),Saurabh Tiwary, Ravi Rampaul, Vinay Kumar, JS Mohammad, Jaydev Unadkat, Murali Kartik,Mahela Jayawardene,Virender Sehwag,Unmukt Chand,David Warner (c),Ben Rohrer,Kedar Jadhav (wk),Irfan Pathan,Morne Morkel,Umesh Yadav,Shahbaz Nadeem, Siddarth Kaul,0,4,0
378,2013,386,2013-05-11,58th Match,Pune Warriors,Mumbai Indians,Pune,Maharashtra Cricket Association Stadium,Pune Warriors,bat,Robin Uthappa (wk),Aaron Finch (c),Manish Pandey,Yuvraj Singh,Angelo Mathews,Abhishek Nayar,Kane Richardson,Parvez Rasool,Bhuvneshwar Kumar,Ashok Dinda, Ajantha Mendis,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Ambati Rayudu,Glenn Maxwell,Harbhajan Singh,Mitchell Johnson, Lasith Malinga, Pragyan Ojha, Abu Nechim,0,0,5
379,2013,387,2013-05-11,59th Match,Kings XI Punjab,Sunrisers Hyderabad,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Parthiv Patel (wk),Shikhar Dhawan,Hanuma Vihari,Cameron White (c),Biplab Samantray,Daren Sammy,Karn Sharma,Thisara Perera,Dale Steyn,Amit Mishra, Ishant Sharma,Adam Gilchrist (c & wk),Mandeep Singh,Shaun Marsh,Luke Pomersbach,David Miller,Rajagopal Sathish,Piyush Chawla,Praveen Kumar,Harmeet Singh,Parvinder Awana,Sandeep Sharma,0,30,0
380,2013,388,2013-05-12,60th Match,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,JSCA International Stadium Complex,Kolkata Knight Riders,bowl,Cheteshwar Pujara,Chris Gayle,Virat Kohli (c),AB de Villiers (wk),Moises Henriques,Saurabh Tiwary,Vinay Kumar,Ravi Rampaul,Abhimanyu Mithun,Murali Kartik,Jaydev Unadkat,Manvinder Bisla (wk),Gautam Gambhir (c),Jacques Kallis,Yusuf Pathan,Manoj Tiwary,Ryan ten Doeschate,Rajat Bhatia,Debabrata Das, Sachithra Senanayake, Sunil Narine, Lakshmipathy Balaji,1,0,5
381,2013,389,2013-05-12,61st Match,Rajasthan Royals,Chennai Super Kings,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Murali Vijay,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Ravindra Jadeja,Dwayne Bravo,S Badrinath, Ravichandran Ashwin, Chris Morris, Jason Holder, Mohit Sharma,Rahul Dravid (c),Ajinkya Rahane,James Faulkner,Sanju Samson,Shane Watson,Stuart Binny,Brad Hodge,Dishant Yagnik, Vikramjeet Singh Malik, Kevon Cooper, Siddharth Trivedi,1,0,5
382,2013,390,2013-05-13,62nd Match,Mumbai Indians,Sunrisers Hyderabad,Mumbai,Wankhede Stadium,Sunrisers Hyderabad,bat,Parthiv Patel (wk),Shikhar Dhawan,Hanuma Vihari,Cameron White (c),Thisara Perera,Biplab Samantray, Daren Sammy, Karn Sharma, Dale Steyn, Amit Mishra, Ishant Sharma,Dwayne Smith,Sachin Tendulkar,Dinesh Karthik (wk),Rohit Sharma (c),Ambati Rayudu,Kieron Pollard,Harbhajan Singh, Mitchell Johnson, Dhawal Kulkarni, Lasith Malinga, Pragyan Ojha,1,0,7
383,2013,391,2013-05-14,63rd Match,Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,M.Chinnaswamy Stadium,Kings XI Punjab,bowl,Cheteshwar Pujara,Chris Gayle,Virat Kohli (c),AB de Villiers,Moises Henriques,Lokesh Rahul,Arun Karthik, Vinay Kumar, Zaheer Khan, Muttiah Muralitharan, Jaydev Unadkat,Adam Gilchrist (c & wk),Shaun Marsh,Azhar Mahmood,David Miller,Rajagopal Sathish,Mandeep Singh, Manan Vohra, Piyush Chawla, Manpreet Gony, Parvinder Awana, Sandeep Sharma,0,0,7
384,2013,392,2013-05-14,64th Match,Chennai Super Kings,Delhi Daredevils,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),Ravindra Jadeja,Dwayne Bravo,S Badrinath, Albie Morkel, Ravichandran Ashwin, Jason Holder, Mohit Sharma,Virender Sehwag,Unmukt Chand,Johan Botha,David Warner (c),Kedar Jadhav (wk),Ben Rohrer,Roelof van der Merwe,Irfan Pathan,Umesh Yadav,Ashish Nehra,Siddarth Kaul,1,33,0
385,2013,393,2013-05-15,65th Match,Kolkata Knight Riders,Pune Warriors,Ranchi,JSCA International Stadium Complex,Kolkata Knight Riders,bowl,Robin Uthappa (wk),Aaron Finch (c),Manish Pandey,Yuvraj Singh,Luke Wright,Angelo Mathews, Raiphi Gomez, Bhuvneshwar Kumar, Ali Murtaza, Wayne Parnell, Ishwar Pandey,Gautam Gambhir (c),Manvinder Bisla (wk),Jacques Kallis,Yusuf Pathan,Ryan ten Doeschate,Manoj Tiwary,Debabrata Das,Rajat Bhatia,Sachithra Senanayake,Sunil Narine, Lakshmipathy Balaji,0,7,0
386,2013,394,2013-05-15,66th Match,Mumbai Indians,Rajasthan Royals,Mumbai,Wankhede Stadium,Rajasthan Royals,bowl,Glenn Maxwell,Aditya Tare,Dinesh Karthik (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Harbhajan Singh,Mitchell Johnson,Lasith Malinga,Pragyan Ojha, Dhawal Kulkarni,Rahul Dravid (c),Ajinkya Rahane,James Faulkner,Sanju Samson,Shane Watson,Stuart Binny,Dishant Yagnik (wk),Brad Hodge,Kevon Cooper,Ankeet Chavan, Pravin Tambe,1,14,0
387,2013,395,2013-05-16,67th Match,Kings XI Punjab,Delhi Daredevils,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,bowl,Adam Gilchrist (c & wk),Shaun Marsh,Azhar Mahmood,David Miller,Rajagopal Sathish,Piyush Chawla,Mandeep Singh, Manan Vohra, Praveen Kumar, Parvinder Awana, Sandeep Sharma,Mahela Jayawardene (c),Unmukt Chand,Irfan Pathan,David Warner,Virender Sehwag,Ben Rohrer,CM Gautam (wk),Morne Morkel,Siddarth Kaul, Umesh Yadav, Ashish Nehra,1,7,0
388,2013,396,2013-05-17,68th Match,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,Parthiv Patel (wk),Shikhar Dhawan,Hanuma Vihari,Cameron White (c),Biplab Samantray,Daren Sammy,Thisara Perera,Dale Steyn,Karn Sharma,Amit Mishra,Ishant Sharma,Rahul Dravid (c),Ajinkya Rahane,Shane Watson,Sanju Samson (wk),Stuart Binny,Brad Hodge,Sachin Baby,James Faulkner,Kevon Cooper,Pravin Tambe,Siddharth Trivedi,1,23,0
389,2013,397,2013-05-18,69th Match,Kings XI Punjab,Mumbai Indians,Dharamsala,Himachal Pradesh Cricket Association Stadium,Mumbai Indians,bowl,Adam Gilchrist (c & wk),Mandeep Singh,Azhar Mahmood,Shaun Marsh,David Miller,Manan Vohra,Gurkeerat Singh Mann,Piyush Chawla,Praveen Kumar,Parvinder Awana, Sandeep Sharma,Glenn Maxwell,Aditya Tare,Ambati Rayudu,Rohit Sharma (c),Dinesh Karthik (wk),Kieron Pollard,Rishi Dhawan,Harbhajan Singh,Nathan Coulter-Nile,Lasith Malinga,Dhawal Kulkarni,1,50,0
390,2013,398,2013-05-18,70th Match,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,M.Chinnaswamy Stadium,Chennai Super Kings,bowl,Virat Kohli (c),Chris Gayle,AB de Villiers,Moises Henriques,Saurabh Tiwary, Lokesh Rahul, Ravi Rampaul, Vinay Kumar, Zaheer Khan, RP Singh, Jaydev Unadkat,Michael Hussey,Murali Vijay,Suresh Raina,Dwayne Bravo,MS Dhoni (c & wk),Ravindra Jadeja,S Badrinath,Chris Morris, Ravichandran Ashwin, Jason Holder, Mohit Sharma,1,24,0
