,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
201,2011,206,2011-04-24,28th match,Rajasthan Royals,Kochi Tuskers Kerala,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Mahela Jayawardene (c),VVS Laxman,Parthiv Patel (wk),Brad Hodge,Ravindra Jadeja,Raiphi Gomez,Thisara Perera,Kedar Jadhav,Vinay Kumar,Muttiah Muralitharan,RP Singh,Shane Watson,Rahul Dravid,Johan Botha,Ross Taylor,Ashok Menaria, Ajinkya Rahane, Dishant Yagnik, Stuart Binny, Shane Warne, Siddharth Trivedi, Amit Singh,1,0,8.0
202,2011,207,2011-04-25,29th match,Chennai Super Kings,Pune Warriors,Chennai,MA Chidambaram Stadium,Pune Warriors,bowl,Murali Vijay,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Albie Morkel,S Badrinath,Srikkanth Anirudha,Ravichandran Ashwin, Doug Bollinger, Shadab Jakati, Suraj Randiv,Jesse Ryder,Mohnish Mishra,Manish Pandey,Robin Uthappa (wk),Yuvraj Singh (c),Mithun Manhas,Nathan McCullum,Rahul Sharma,Jerome Taylor,Murali Kartik,Alfonso Thomas,1,25.0,0
203,2011,208,2011-04-26,30th match,Delhi Daredevils,Royal Challengers Bangalore,Delhi,Feroz Shah Kotla,Royal Challengers Bangalore,bowl,David Warner,Virender Sehwag (c),James Hopes,Matthew Wade,Venugopal Rao,Naman Ojha (wk),Irfan Pathan,Yogesh Nagar,Umesh Yadav, Morne Morkel, Ashok Dinda,Chris Gayle,Tillakaratne Dilshan,Virat Kohli,AB de Villiers (wk),Saurabh Tiwary,Cheteshwar Pujara,Daniel Vettori (c),Abhimanyu Mithun,JS Mohammad,Zaheer Khan, Sreenath Aravind,0,0,3.0
204,2011,209,2011-04-27,31st match,Pune Warriors,Chennai Super Kings,Mumbai,Dr DY Patil Sports Academy,Pune Warriors,bat,Jesse Ryder,Mohnish Mishra,Manish Pandey,Mithun Manhas,Yuvraj Singh (c),Robin Uthappa (wk),Mitchell Marsh,Jerome Taylor,Murali Kartik, Rahul Sharma, Alfonso Thomas,Michael Hussey,Murali Vijay,S Badrinath,Suresh Raina,MS Dhoni, Srikkanth Anirudha, Ravichandran Ashwin, Nuwan Kulasekara, Tim Southee, Shadab Jakati, Doug Bollinger,0,0,8.0
205,2011,210,2011-04-27,32nd match,Kochi Tuskers Kerala,Deccan Chargers,Kochi,Nehru Stadium,Kochi Tuskers Kerala,bowl,Sunny Sohal,Shikhar Dhawan,Bharath Chipli,Kumar Sangakkara (c & wk),Cameron White,Daniel Christian,Dwaraka Ravi Teja,Amit Mishra,Manpreet Gony,Dale Steyn, Ishant Sharma,Brendon McCullum,Mahela Jayawardene (c),Parthiv Patel (wk),Raiphi Gomez,Brad Hodge,Kedar Jadhav,Ravindra Jadeja,Thisara Perera,Vinay Kumar,S Sreesanth,RP Singh,0,55.0,0
206,2011,211,2011-04-28,33rd match,Delhi Daredevils,Kolkata Knight Riders,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Jacques Kallis,Shreevats Goswami (wk),Gautam Gambhir (c),Manoj Tiwary,Yusuf Pathan,Eoin Morgan,Ryan ten Doeschate,Brett Lee,Lakshmipathy Balaji,Iqbal Abdulla, Jaydev Unadkat,David Warner,Virender Sehwag (c),James Hopes,Irfan Pathan,Travis Birt,Venugopal Rao,Naman Ojha (wk),Yogesh Nagar,Ajit Agarkar,Morne Morkel,Umesh Yadav,0,17.0,0
207,2011,212,2011-04-29,34th match,Rajasthan Royals,Mumbai Indians,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Davy Jacobs (wk),Sachin Tendulkar (c),Ambati Rayudu,Rohit Sharma,Andrew Symonds,Kieron Pollard,Rajagopal Sathish,Harbhajan Singh,Lasith Malinga,Ali Murtaza,Munaf Patel,Shane Watson,Rahul Dravid,Johan Botha,Ross Taylor,Ashok Menaria,Ajinkya Rahane, Amit Singh, Dishant Yagnik, Stuart Binny, Shane Warne, Siddharth Trivedi,1,0,7.0
208,2011,213,2011-04-29,35th match,Royal Challengers Bangalore,Pune Warriors,Bengaluru,M.Chinnaswamy Stadium,Pune Warriors,bowl,Chris Gayle,Tillakaratne Dilshan,Virat Kohli,AB de Villiers (wk),Saurabh Tiwary,Mohammad Kaif,Abhimanyu Mithun,Daniel Vettori, JS Mohammad, Sreenath Aravind, Zaheer Khan,Jesse Ryder,Tim Paine,Manish Pandey,Yuvraj Singh (c),Robin Uthappa (wk),Mithun Manhas,Harpreet Singh,Rahul Sharma, Alfonso Thomas, Jerome Taylor, Kamran Khan,1,26.0,0
209,2011,214,2011-04-30,36th match,Kochi Tuskers Kerala,Delhi Daredevils,Kochi,Nehru Stadium,Delhi Daredevils,bat,David Warner,Virender Sehwag (c),Naman Ojha (wk),Venugopal Rao,Yogesh Nagar,Travis Birt,Irfan Pathan,Roelof van der Merwe,Ajit Agarkar, Morne Morkel, Umesh Yadav,Brendon McCullum,Michael Klinger,Parthiv Patel (wk),Mahela Jayawardene (c),Brad Hodge,Ravindra Jadeja,Balachandra Akhil,Vinay Kumar,Ramesh Powar,S Sreesanth,RP Singh,0,38.0,0
210,2011,215,2011-04-30,37th match,Kolkata Knight Riders,Kings XI Punjab,Kolkata,Eden Gardens,Kolkata Knight Riders,bowl,Adam Gilchrist (c & wk),Paul Valthaty,Shaun Marsh,Dinesh Karthik,Abhishek Nayar,David Hussey,Bipul Sharma,Praveen Kumar,Piyush Chawla, Ryan Harris, Bhargav Bhatt,Jacques Kallis,Eoin Morgan,Gautam Gambhir (c),Manoj Tiwary,Shreevats Goswami, Yusuf Pathan, Ryan ten Doeschate, Rajat Bhatia, Brett Lee, Lakshmipathy Balaji, Iqbal Abdulla,1,0,8.0
211,2011,216,2011-05-01,38th match,Rajasthan Royals,Pune Warriors,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Jesse Ryder,Manish Pandey,Robin Uthappa (wk),Yuvraj Singh (c),Harpreet Singh,Mithun Manhas,Nathan McCullum,Rahul Sharma,Murali Kartik,Jerome Taylor, Alfonso Thomas,Shane Watson,Rahul Dravid,Johan Botha,Ashok Menaria,Ross Taylor,Ajinkya Rahane,Dishant Yagnik, Stuart Binny, Shane Warne, Amit Singh, Siddharth Trivedi,1,0,6.0
212,2011,217,2011-05-01,39th match,Chennai Super Kings,Deccan Chargers,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Murali Vijay,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Albie Morkel,S Badrinath,Srikkanth Anirudha,Suraj Randiv, Ravichandran Ashwin, Doug Bollinger, Shadab Jakati,Sunny Sohal,Shikhar Dhawan,Bharath Chipli,Kumar Sangakkara (c & wk),Cameron White,Jean-Paul Duminy,Daniel Christian,Amit Mishra,Ishant Sharma,Harmeet Singh, Pragyan Ojha,1,19.0,0
213,2011,218,2011-05-02,40th match,Mumbai Indians,Kings XI Punjab,Mumbai,Wankhede Stadium,Kings XI Punjab,bowl,Davy Jacobs,Sachin Tendulkar (c),Ambati Rayudu (wk),Kieron Pollard,Rohit Sharma,Andrew Symonds,Tirumalsetti Suman,Harbhajan Singh, Abu Nechim, Lasith Malinga, Munaf Patel,Paul Valthaty,Adam Gilchrist (c & wk),Shaun Marsh,David Hussey,Dinesh Karthik,Abhishek Nayar,Bipul Sharma,Piyush Chawla,Ryan Harris,Praveen Kumar,Bhargav Bhatt,1,23.0,0
214,2011,219,2011-05-02,41st match,Delhi Daredevils,Kochi Tuskers Kerala,Delhi,Feroz Shah Kotla,Kochi Tuskers Kerala,bowl,David Warner,Virender Sehwag (c),Naman Ojha (wk),Yogesh Nagar,Venugopal Rao,Travis Birt,Irfan Pathan,Roelof van der Merwe,Ajit Agarkar, Morne Morkel, Umesh Yadav,Michael Klinger,Brendon McCullum,Parthiv Patel (wk),Mahela Jayawardene (c),Brad Hodge,Ravindra Jadeja, Raiphi Gomez, Vinay Kumar, RP Singh, S Sreesanth, Prasanth Parameswaran,0,0,7.0
215,2011,220,2011-05-03,42nd match,Deccan Chargers,Kolkata Knight Riders,Hyderabad,Rajiv Gandhi International Stadium,Deccan Chargers,bowl,Eoin Morgan,Jacques Kallis,Gautam Gambhir (c),Yusuf Pathan,Manoj Tiwary,Mark Boucher (wk),Rajat Bhatia, Brett Lee, Lakshmipathy Balaji, Jaydev Unadkat, Iqbal Abdulla,Sunny Sohal,Shikhar Dhawan,Kumar Sangakkara (c & wk),Cameron White,Daniel Christian,Dwaraka Ravi Teja,Bharath Chipli,Amit Mishra,Dale Steyn, Ishant Sharma, Pragyan Ojha,0,20.0,0
216,2011,221,2011-05-04,43rd match,Chennai Super Kings,Rajasthan Royals,Chennai,MA Chidambaram Stadium,Rajasthan Royals,bat,Shane Watson,Rahul Dravid,Ashok Menaria,Johan Botha,Ross Taylor,Ajinkya Rahane,Stuart Binny,Dishant Yagnik (wk),Shane Warne, Siddharth Trivedi, Nayan Doshi,Michael Hussey,Murali Vijay,Suresh Raina,Albie Morkel,S Badrinath, MS Dhoni, Srikkanth Anirudha, Ravichandran Ashwin, Suraj Randiv, Doug Bollinger, Shadab Jakati,1,0,8.0
217,2011,222,2011-05-04,44th match,Pune Warriors,Mumbai Indians,Mumbai,Dr DY Patil Sports Academy,Pune Warriors,bowl,Aiden Blizzard,Sachin Tendulkar (c),Ambati Rayudu (wk),Rohit Sharma,Tirumalsetti Suman,Kieron Pollard,Andrew Symonds,Harbhajan Singh,Lasith Malinga, Dhawal Kulkarni, Munaf Patel,Jesse Ryder,Manish Pandey,Graeme Smith,Abhishek Jhunjhunwala,Yuvraj Singh (c),Robin Uthappa (wk),Mithun Manhas,Shrikant Wagh,Rahul Sharma,Jerome Taylor, Alfonso Thomas,0,21.0,0
218,2011,223,2011-05-05,45th match,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi,Nehru Stadium,Kolkata Knight Riders,bowl,Brendon McCullum,Michael Klinger,Parthiv Patel (wk),Mahela Jayawardene (c),Ravindra Jadeja,Brad Hodge,Raiphi Gomez,Vinay Kumar, RP Singh, S Sreesanth, Prasanth Parameswaran,Jacques Kallis,Eoin Morgan,Gautam Gambhir (c),Manoj Tiwary,Yusuf Pathan,Mark Boucher (wk),Brett Lee,Rajat Bhatia,Jaydev Unadkat, Sarabjit Ladda, Iqbal Abdulla,1,17.0,0
219,2011,224,2011-05-05,46th match,Deccan Chargers,Delhi Daredevils,Hyderabad,Rajiv Gandhi International Stadium,Delhi Daredevils,bowl,Shikhar Dhawan,Dwaraka Ravi Teja,Kumar Sangakkara (c & wk),Jean-Paul Duminy,Daniel Christian,Bharath Chipli,Ishan Malhotra,Sunny Sohal, Amit Mishra, Ishant Sharma, Dale Steyn,Aaron Finch,Virender Sehwag (c),Naman Ojha (wk),Venugopal Rao,Travis Birt,Irfan Pathan,James Hopes,Yogesh Nagar,Ajit Agarkar, Morne Morkel, Aavishkar Salvi,0,0,4.0
220,2011,225,2011-05-06,47th match,Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,M.Chinnaswamy Stadium,Kings XI Punjab,bowl,Chris Gayle,Tillakaratne Dilshan,Virat Kohli,AB de Villiers (wk),Saurabh Tiwary,Asad Pathan,Mohammad Kaif,Abhimanyu Mithun,Daniel Vettori, Zaheer Khan, Sreenath Aravind,Adam Gilchrist (c & wk),Paul Valthaty,Abhishek Nayar,Shaun Marsh,Dinesh Karthik,Sunny Singh,Ryan McLaren,Piyush Chawla,Ryan Harris,Praveen Kumar,Love Ablish,1,85.0,0
221,2011,226,2011-05-07,48th match,Kolkata Knight Riders,Chennai Super Kings,Kolkata,Eden Gardens,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,Albie Morkel,MS Dhoni, Wriddhiman Saha, Ravichandran Ashwin, Suraj Randiv, Shadab Jakati, Doug Bollinger,Eoin Morgan,Jacques Kallis,Gautam Gambhir (c),Manoj Tiwary,Yusuf Pathan, Mark Boucher, Rajat Bhatia, Brett Lee, Iqbal Abdulla, Jaydev Unadkat, Lakshmipathy Balaji,1,10.0,0
222,2011,227,2011-05-07,49th match,Mumbai Indians,Delhi Daredevils,Mumbai,Wankhede Stadium,Delhi Daredevils,bowl,Aiden Blizzard,Sachin Tendulkar (c),Ambati Rayudu (wk),Rohit Sharma,Kieron Pollard,Andrew Symonds,Tirumalsetti Suman, Harbhajan Singh, Lasith Malinga, Munaf Patel, Dhawal Kulkarni,Virender Sehwag (c),David Warner,Colin Ingram,Naman Ojha (wk),Venugopal Rao,James Hopes,Irfan Pathan,Yogesh Nagar,Ajit Agarkar,Morne Morkel,Shahbaz Nadeem,1,32.0,0
223,2011,228,2011-05-08,50th match,Royal Challengers Bangalore,Kochi Tuskers Kerala,Bengaluru,M.Chinnaswamy Stadium,Kochi Tuskers Kerala,bat,Michael Klinger,Brendon McCullum,Parthiv Patel (wk),Mahela Jayawardene (c),Brad Hodge,Ravindra Jadeja,Raiphi Gomez,Vinay Kumar,Ramesh Powar,RP Singh,Prasanth Parameswaran,Chris Gayle,Tillakaratne Dilshan,Virat Kohli,AB de Villiers, Saurabh Tiwary, Cheteshwar Pujara, Mohammad Kaif, Daniel Vettori, Abhimanyu Mithun, Sreenath Aravind, Zaheer Khan,1,0,9.0
224,2011,229,2011-05-08,51st match,Kings XI Punjab,Pune Warriors,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bat,Adam Gilchrist (c & wk),Paul Valthaty,Shaun Marsh,Dinesh Karthik,David Hussey,Mandeep Singh,Siddharth Chitnis,Ryan Harris,Praveen Kumar,Shalabh Srivastava,Bhargav Bhatt,Jesse Ryder,Manish Pandey,Robin Uthappa (wk),Yuvraj Singh (c),Callum Ferguson,Abhishek Jhunjhunwala,Mitchell Marsh,Wayne Parnell, Rahul Sharma, Shrikant Wagh, Bhuvneshwar Kumar,0,0,5.0
225,2011,230,2011-05-09,52nd match,Rajasthan Royals,Chennai Super Kings,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Michael Hussey,Murali Vijay,Suresh Raina,MS Dhoni (c & wk),Albie Morkel,S Badrinath, Dwayne Bravo, Wriddhiman Saha, Ravichandran Ashwin, Shadab Jakati, Doug Bollinger,Shane Watson,Rahul Dravid,Ajinkya Rahane,Ross Taylor,Ashok Menaria,Johan Botha,Abhishek Raut,Dishant Yagnik (wk),Amit Singh,Siddharth Trivedi,Shane Warne (c),0,63.0,0
226,2011,231,2011-05-10,53rd match,Deccan Chargers,Pune Warriors,Hyderabad,Rajiv Gandhi International Stadium,Deccan Chargers,bat,Shikhar Dhawan,Dwaraka Ravi Teja,Kumar Sangakkara (c & wk),Jean-Paul Duminy,Daniel Christian,Bharath Chipli,Sunny Sohal,Amit Mishra,Dale Steyn,Ishant Sharma,Pragyan Ojha,Jesse Ryder,Manish Pandey,Sourav Ganguly,Robin Uthappa (wk),Yuvraj Singh (c),Callum Ferguson,Mitchell Marsh, Wayne Parnell, Rahul Sharma, Shrikant Wagh, Bhuvneshwar Kumar,0,0,6.0
227,2011,232,2011-05-10,54th match,Kings XI Punjab,Mumbai Indians,Mohali,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,bowl,Paul Valthaty,Adam Gilchrist (c & wk),Shaun Marsh,Dinesh Karthik,David Hussey,Mandeep Singh,Bipul Sharma,Ryan Harris,Praveen Kumar,Shalabh Srivastava,Bhargav Bhatt,Aiden Blizzard,Sachin Tendulkar (c),Rohit Sharma,Andrew Symonds,Ambati Rayudu (wk),Tirumalsetti Suman,Kieron Pollard,Harbhajan Singh,Dhawal Kulkarni,Lasith Malinga,Munaf Patel,1,76.0,0
228,2011,233,2011-05-11,55th match,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,Sawai Mansingh Stadium,Royal Challengers Bangalore,bowl,Rahul Dravid,Shane Watson,Ajinkya Rahane,Johan Botha,Ross Taylor,Ashok Menaria,Abhishek Raut,Dishant Yagnik (wk),Siddharth Trivedi, Pankaj Singh, Shane Warne,Chris Gayle,Tillakaratne Dilshan,Virat Kohli (c),AB de Villiers, Saurabh Tiwary, Arun Karthik, Mohammad Kaif, Zaheer Khan, Sreenath Aravind, Charl Langeveldt, Abrar Kazi,0,0,9.0
229,2011,234,2011-05-12,56th match,Chennai Super Kings,Delhi Daredevils,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,MS Dhoni (c & wk),Wriddhiman Saha,Albie Morkel, Dwayne Bravo, Ravichandran Ashwin, Doug Bollinger, Shadab Jakati,Naman Ojha (wk),David Warner,Colin Ingram,Irfan Pathan,Venugopal Rao,James Hopes (c),Andrew McDonald,Yogesh Nagar,Ajit Agarkar, Varun Aaron, Shahbaz Nadeem,1,18.0,0
230,2011,235,2011-05-13,57th match,Kochi Tuskers Kerala,Kings XI Punjab,Indore,Holkar Cricket Stadium,Kings XI Punjab,bowl,Brendon McCullum,Mahela Jayawardene (c),Ravindra Jadeja,Brad Hodge,Owais Shah,Parthiv Patel (wk),Raiphi Gomez,Vinay Kumar,RP Singh, S Sreesanth, Prasanth Parameswaran,Adam Gilchrist (c & wk),Paul Valthaty,Shaun Marsh,Dinesh Karthik,David Hussey,Mandeep Singh,Piyush Chawla, Ryan Harris, Bipul Sharma, Bhargav Bhatt, Shalabh Srivastava,0,0,6.0
231,2011,236,2011-05-14,58th match,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Jacques Kallis,Eoin Morgan,Gautam Gambhir (c),Manoj Tiwary,Yusuf Pathan,Mark Boucher (wk),Rajat Bhatia, Iqbal Abdulla, Brett Lee, Lakshmipathy Balaji, Jaydev Unadkat,Chris Gayle,Luke Pomersbach,Virat Kohli (c),AB de Villiers,Mohammad Kaif,Arun Karthik (wk),Saurabh Tiwary,Abhimanyu Mithun,Sreenath Aravind, Charl Langeveldt, Zaheer Khan,1,0,4.0
232,2011,237,2011-05-14,59th match,Mumbai Indians,Deccan Chargers,Mumbai,Wankhede Stadium,Deccan Chargers,bat,Michael Lumb,Sunny Sohal,Kumar Sangakkara (c & wk),Jean-Paul Duminy,Bharath Chipli,Daniel Christian,Shikhar Dhawan,Amit Mishra,Pragyan Ojha, Ishant Sharma, Anand Rajan,Sachin Tendulkar (c),Aiden Blizzard,Ambati Rayudu (wk),Rohit Sharma,Andrew Symonds,Tirumalsetti Suman,Kieron Pollard,Harbhajan Singh,Lasith Malinga,Dhawal Kulkarni,Munaf Patel,0,10.0,0
233,2011,238,2011-05-15,60th match,Kings XI Punjab,Delhi Daredevils,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,bowl,Paul Valthaty,Adam Gilchrist (c & wk),Shaun Marsh,Dinesh Karthik,David Hussey,Mandeep Singh,Ryan Harris,Piyush Chawla,Bhargav Bhatt, Praveen Kumar, Shalabh Srivastava,Naman Ojha (wk),David Warner,Venugopal Rao,Sridharan Sriram,Irfan Pathan,James Hopes (c),Travis Birt,Yogesh Nagar,Morne Morkel,Varun Aaron,Aavishkar Salvi,1,29.0,0
234,2011,239,2011-05-15,61st match,Kochi Tuskers Kerala,Rajasthan Royals,Indore,Holkar Cricket Stadium,Kochi Tuskers Kerala,bowl,Faiz Fazal,Rahul Dravid,Shane Watson,Ajinkya Rahane,Ashok Menaria,Pinal Shah (wk),Jacob Oram,Shane Warne (c),Ankeet Chavan,Shaun Tait,Nayan Doshi,Brendon McCullum,Mahela Jayawardene (c),Parthiv Patel (wk),Brad Hodge,Owais Shah, Ravindra Jadeja, Gnaneswara Rao, Prasanth Padmanabhan, RP Singh, Prasanth Parameswaran, S Sreesanth,1,0,8.0
235,2011,240,2011-05-16,62nd match,Pune Warriors,Deccan Chargers,Mumbai,Dr DY Patil Sports Academy,Deccan Chargers,bowl,Jesse Ryder,Manish Pandey,Sourav Ganguly,Robin Uthappa (wk),Yuvraj Singh (c),Mithun Manhas,Callum Ferguson,Mitchell Marsh,Wayne Parnell,Bhuvneshwar Kumar,Rahul Sharma,Sunny Sohal,Shikhar Dhawan,Kumar Sangakkara (c & wk),Jean-Paul Duminy,Daniel Christian,Bharath Chipli,Dwaraka Ravi Teja, Amit Mishra, Pragyan Ojha, Dale Steyn, Ishant Sharma,0,0,6.0
236,2011,241,2011-05-17,63rd match,Kings XI Punjab,Royal Challengers Bangalore,Dharamsala,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,bat,Paul Valthaty,Adam Gilchrist (c & wk),Shaun Marsh,David Hussey,Dinesh Karthik, Abhishek Nayar, Mandeep Singh, Piyush Chawla, Praveen Kumar, Ryan Harris, Shalabh Srivastava,Chris Gayle,Saurabh Tiwary,Virat Kohli (c),AB de Villiers,Asad Pathan,Mohammad Kaif,Arun Karthik (wk),Johan van der Wath,Abhimanyu Mithun,Charl Langeveldt,Sreenath Aravind,1,111.0,0
237,2011,242,2011-05-18,64th match,Chennai Super Kings,Kochi Tuskers Kerala,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,Wriddhiman Saha,MS Dhoni (c & wk),Albie Morkel,Dwayne Bravo, Ravichandran Ashwin, Shadab Jakati, Doug Bollinger,Parthiv Patel (c & wk),Brendon McCullum,Gnaneswara Rao,Brad Hodge,Ravindra Jadeja,Owais Shah,Kedar Jadhav,Vinay Kumar, RP Singh, Muttiah Muralitharan, S Sreesanth,1,11.0,0
238,2011,243,2011-05-19,65th match,Pune Warriors,Kolkata Knight Riders,Mumbai,Dr DY Patil Sports Academy,Kolkata Knight Riders,bowl,Jesse Ryder,Manish Pandey,Callum Ferguson,Sourav Ganguly,Robin Uthappa (wk),Yuvraj Singh (c),Sachin Rana,Wayne Parnell,Bhuvneshwar Kumar, Rahul Sharma, Alfonso Thomas,Gautam Gambhir (c),Shreevats Goswami (wk),Manoj Tiwary,Yusuf Pathan,Rajat Bhatia,Jacques Kallis, Ryan ten Doeschate, Shakib Al Hasan, Lakshmipathy Balaji, Iqbal Abdulla, Brett Lee,0,0,7.0
239,2011,244,2011-05-20,66th match,Mumbai Indians,Rajasthan Royals,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Tirumalsetti Suman,Sachin Tendulkar (c),Ambati Rayudu (wk),Rohit Sharma,Kieron Pollard,James Franklin,Harbhajan Singh,Andrew Symonds, Dhawal Kulkarni, Lasith Malinga, Munaf Patel,Shane Watson,Rahul Dravid,Ross Taylor, Johan Botha, Ashok Menaria, Ajinkya Rahane, Pinal Shah, Ankeet Chavan, Shane Warne, Amit Singh, Siddharth Trivedi,0,0,10.0
240,2011,245,2011-05-21,67th match,Kings XI Punjab,Deccan Chargers,Dharamsala,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,bowl,Shikhar Dhawan,Dwaraka Ravi Teja,Jean-Paul Duminy,Cameron White (c),Kedar Devdhar, Bharath Chipli, Daniel Christian, Dale Steyn, Amit Mishra, Anand Rajan, Pragyan Ojha,Paul Valthaty,Adam Gilchrist (c & wk),Shaun Marsh,Dinesh Karthik,Ryan McLaren,Abhishek Nayar,Mandeep Singh,Piyush Chawla,Ryan Harris,Praveen Kumar,Bhargav Bhatt,0,82.0,0
241,2011,247,2011-05-22,69th match,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,Wriddhiman Saha,MS Dhoni (c & wk),Dwayne Bravo,Albie Morkel,Ravichandran Ashwin,Shadab Jakati,Doug Bollinger,AB de Villiers (wk),Chris Gayle,Virat Kohli,Saurabh Tiwary,Mayank Agarwal, Mohammad Kaif, Luke Pomersbach, Daniel Vettori, Abhimanyu Mithun, Zaheer Khan, Sreenath Aravind,1,0,8.0
242,2011,248,2011-05-22,70th match,Kolkata Knight Riders,Mumbai Indians,Kolkata,Eden Gardens,Mumbai Indians,bowl,Jacques Kallis,Shreevats Goswami (wk),Gautam Gambhir (c),Manoj Tiwary,Yusuf Pathan,Ryan ten Doeschate,Rajat Bhatia,Shakib Al Hasan,Brett Lee, Lakshmipathy Balaji, Iqbal Abdulla,Tirumalsetti Suman,Sachin Tendulkar (c),Harbhajan Singh,Rohit Sharma,Kieron Pollard,James Franklin,Ambati Rayudu (wk),Rajagopal Sathish, Ray Price, Lasith Malinga, Abu Nechim,0,0,5.0
243,2011,249,2011-05-24,Qualifier 1 (1st v 2nd),Royal Challengers Bangalore,Chennai Super Kings,Mumbai,Wankhede Stadium,Chennai Super Kings,bowl,Mayank Agarwal,Chris Gayle,Virat Kohli,AB de Villiers (wk),Luke Pomersbach,Saurabh Tiwary,Mohammad Kaif, Daniel Vettori, Zaheer Khan, Abhimanyu Mithun, Sreenath Aravind,Michael Hussey,Murali Vijay,Suresh Raina,S Badrinath,MS Dhoni (c & wk),Albie Morkel,Wriddhiman Saha, Dwayne Bravo, Ravichandran Ashwin, Doug Bollinger, Shadab Jakati,0,0,6.0
244,2011,250,2011-05-25,Eliminator (3rd v 4th),Mumbai Indians,Kolkata Knight Riders,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Gautam Gambhir (c),Jacques Kallis,Shreevats Goswami (wk),Manoj Tiwary,Yusuf Pathan,Ryan ten Doeschate,Shakib Al Hasan,Rajat Bhatia,Brett Lee,Lakshmipathy Balaji, Iqbal Abdulla,Aiden Blizzard,Sachin Tendulkar (c),Rohit Sharma,Ambati Rayudu (wk),James Franklin,Kieron Pollard,Tirumalsetti Suman,Harbhajan Singh,Dhawal Kulkarni, Lasith Malinga, Munaf Patel,1,0,4.0
245,2011,251,2011-05-27,Qualifier 2 (Winner of Eliminator v Loser of Qualifier 1),Mumbai Indians,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,Mumbai Indians,bowl,Mayank Agarwal,Chris Gayle,Virat Kohli,AB de Villiers (wk),Luke Pomersbach,Saurabh Tiwary,Daniel Vettori, Zaheer Khan, Abhimanyu Mithun, JS Mohammad, Sreenath Aravind,Aiden Blizzard,Sachin Tendulkar (c),Harbhajan Singh,Rohit Sharma,James Franklin,Ambati Rayudu (wk),Kieron Pollard,Rajagopal Sathish,Lasith Malinga,Abu Nechim,Munaf Patel,0,43.0,0
246,2011,252,2011-05-28,Final,Chennai Super Kings,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Michael Hussey,Murali Vijay,MS Dhoni (c & wk),Suresh Raina,Albie Morkel,S Badrinath,Dwayne Bravo,Wriddhiman Saha, Ravichandran Ashwin, Shadab Jakati, Doug Bollinger,Mayank Agarwal,Chris Gayle,Virat Kohli,AB de Villiers (wk),Luke Pomersbach,Saurabh Tiwary,Daniel Vettori (c),Abhimanyu Mithun,Zaheer Khan,JS Mohammad,Sreenath Aravind,1,58.0,0
247,2012,253,2012-04-04,1st Match,Chennai Super Kings,Mumbai Indians,Chennai,MA Chidambaram Stadium,Mumbai Indians,bowl,Faf du Plessis,Murali Vijay,Suresh Raina,Dwayne Bravo,Albie Morkel,S Badrinath,MS Dhoni (c & wk),Ravindra Jadeja,Ravichandran Ashwin,Shadab Jakati,Doug Bollinger,Richard Levi,Sachin Tendulkar,Rohit Sharma,Ambati Rayudu,James Franklin,Dinesh Karthik, Kieron Pollard, Harbhajan Singh, Lasith Malinga, Abu Nechim, Pragyan Ojha,0,0,8.0
